season,state_bucket,team_strength_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2023,up_5_plus_early_1_3,45_50,186,0.9032,0.1183,0.4301,0.5914,0.4516,0.0215,921,0.9359,-0.0327,0.1042,0.0141,0.4332,-0.0031,0.6113,-0.0199,0.4734,-0.0218,0.0543,-0.0328
2023,up_2_f5_1_5,lt_40,185,0.6757,0.5459,0.5459,0.7027,0.6108,0.6108,2652,0.7534,-0.0777,0.4163,0.1296,0.4427,0.1032,0.592,0.1107,0.4729,0.1379,0.4729,0.1379
2025,up_1_f5_1_5,60_plus,185,0.6757,0.5676,0.4,0.573,0.4703,0.9838,3632,0.6352,0.0405,0.5765,-0.0089,0.4025,-0.0025,0.5498,0.0232,0.4452,0.0251,0.9722,0.0116
2023,up_4_late_7_plus,40_45,180,0.9944,0.0167,0.3222,0.3667,0.2389,0.0667,2125,0.9755,0.0189,0.0381,-0.0214,0.3233,-0.0011,0.3751,-0.0084,0.2894,-0.0505,0.0776,-0.0109
2023,up_3_early_1_3,60_plus,179,0.7542,0.3408,0.4804,0.6425,0.5363,0.2682,1690,0.774,-0.0198,0.3657,-0.0249,0.4385,0.0419,0.5964,0.0461,0.458,0.0783,0.2817,-0.0135
2023,up_2_middle_6,55_60,178,0.882,0.2191,0.3427,0.5056,0.3989,0.3989,1240,0.8016,0.0804,0.3056,-0.0865,0.3903,-0.0476,0.5379,-0.0323,0.4323,-0.0334,0.4323,-0.0334
2023,up_3_late_7_plus,lt_40,177,0.9831,0.0395,0.2881,0.3503,0.2203,0.1186,2579,0.9387,0.0444,0.0954,-0.0559,0.3373,-0.0492,0.3889,-0.0386,0.3075,-0.0872,0.1706,-0.052
2025,up_4_late_7_plus,40_45,177,0.9774,0.0226,0.3729,0.4463,0.3051,0.0565,1928,0.9761,0.0013,0.0311,-0.0085,0.2822,0.0907,0.333,0.1133,0.2573,0.0478,0.0705,-0.014
2025,up_2_late_7_plus,lt_40,176,0.8352,0.1932,0.3807,0.4545,0.4034,0.4034,3185,0.8942,-0.059,0.1799,0.0133,0.3341,0.0466,0.3962,0.0583,0.3353,0.0681,0.3353,0.0681
2023,up_3_early_1_3,40_45,175,0.6229,0.4857,0.4343,0.5657,0.4743,0.3143,1690,0.774,-0.1511,0.3657,0.12,0.4385,-0.0042,0.5964,-0.0307,0.458,0.0163,0.2817,0.0326
2025,up_3_middle_6,55_60,173,0.8902,0.1561,0.3931,0.5029,0.422,0.2428,955,0.9026,-0.0124,0.156,0.0001,0.3916,0.0015,0.5047,-0.0018,0.422,0.0,0.2398,0.003
2023,up_3_f5_1_5,60_plus,169,0.8343,0.2485,0.3846,0.5207,0.432,0.2663,1832,0.8264,0.0079,0.2735,-0.025,0.4099,-0.0253,0.5617,-0.041,0.4481,-0.0161,0.2702,-0.0039
2024,up_3_f5_1_5,40_45,169,0.8284,0.2722,0.3787,0.5207,0.4142,0.2426,1931,0.8674,-0.039,0.2258,0.0464,0.392,-0.0133,0.5298,-0.0091,0.4247,-0.0105,0.2496,-0.007
2025,up_4_middle_6,45_50,168,0.8869,0.125,0.375,0.5357,0.3929,0.1607,654,0.9327,-0.0458,0.078,0.047,0.3593,0.0157,0.5138,0.0219,0.3761,0.0168,0.1147,0.046
2023,up_4_middle_6,45_50,166,0.9217,0.1145,0.4398,0.5964,0.4157,0.1687,684,0.9254,-0.0037,0.1038,0.0107,0.4108,0.029,0.5468,0.0496,0.424,-0.0083,0.1389,0.0298
2023,up_3_early_1_3,lt_40,164,0.75,0.4207,0.4939,0.6829,0.5549,0.3171,1690,0.774,-0.024,0.3657,0.055,0.4385,0.0554,0.5964,0.0865,0.458,0.0969,0.2817,0.0354
2024,up_3_early_1_3,40_45,163,0.7485,0.3558,0.3926,0.5951,0.454,0.3067,1634,0.8237,-0.0752,0.2803,0.0755,0.4002,-0.0076,0.5532,0.0419,0.4278,0.0262,0.2301,0.0766
2025,up_1_middle_6,40_45,157,0.6497,0.465,0.3439,0.4968,0.414,0.9809,1601,0.6721,-0.0224,0.4859,-0.0209,0.3691,-0.0252,0.524,-0.0272,0.4204,-0.0064,0.9781,0.0028
2023,up_5_plus_f5_1_5,40_45,156,0.9551,0.0769,0.3333,0.4872,0.3974,0.0513,1901,0.9605,-0.0054,0.0631,0.0138,0.3924,-0.0591,0.5692,-0.082,0.4477,-0.0503,0.0568,-0.0055
2024,up_1_middle_6,lt_40,155,0.5226,0.6323,0.4323,0.6194,0.5097,0.9871,1608,0.658,-0.1354,0.51,0.1223,0.3943,0.038,0.5647,0.0547,0.449,0.0607,0.9826,0.0045
2024,up_3_f5_1_5,60_plus,154,0.8896,0.1883,0.4091,0.5584,0.461,0.2338,1931,0.8674,0.0222,0.2258,-0.0375,0.392,0.0171,0.5298,0.0286,0.4247,0.0363,0.2496,-0.0158
2024,up_5_plus_f5_1_5,40_45,153,0.9673,0.0784,0.3529,0.4706,0.4183,0.0588,1894,0.9498,0.0175,0.0692,0.0092,0.3685,-0.0156,0.5148,-0.0442,0.4197,-0.0014,0.0533,0.0055
2023,up_1_middle_6,lt_40,151,0.6225,0.5364,0.3974,0.5762,0.4967,0.9801,1639,0.6705,-0.048,0.5095,0.0269,0.3905,0.0069,0.5503,0.0259,0.446,0.0507,0.975,0.0051
2025,up_5_plus_early_1_3,55_60,151,0.9735,0.053,0.2715,0.4702,0.3576,0.0728,893,0.9351,0.0384,0.1053,-0.0523,0.3751,-0.1036,0.5532,-0.083,0.4255,-0.0679,0.0571,0.0157
2023,up_5_plus_middle_6,60_plus,149,0.9732,0.0403,0.3154,0.4966,0.349,0.047,1330,0.9805,-0.0073,0.0331,0.0072,0.4113,-0.0959,0.5887,-0.0921,0.4549,-0.1059,0.0406,0.0064
2024,up_3_middle_6,55_60,148,0.8851,0.1419,0.3919,0.527,0.3649,0.2432,1020,0.902,-0.0169,0.1539,-0.012,0.4118,-0.0199,0.5363,-0.0093,0.4275,-0.0626,0.2392,0.004
2025,up_3_late_7_plus,lt_40,147,0.9728,0.1088,0.3741,0.4626,0.3673,0.1837,2484,0.9569,0.0159,0.0761,0.0327,0.318,0.0561,0.3732,0.0894,0.3019,0.0654,0.1514,0.0323
2023,up_5_plus_early_1_3,55_60,143,0.979,0.0559,0.4266,0.7273,0.5594,0.035,921,0.9359,0.0431,0.1042,-0.0483,0.4332,-0.0066,0.6113,0.116,0.4734,0.086,0.0543,-0.0193
2024,up_4_late_7_plus,60_plus,143,1.0,0.014,0.3077,0.3497,0.2937,0.049,2139,0.9715,0.0285,0.0383,-0.0243,0.323,-0.0153,0.3806,-0.0309,0.3249,-0.0312,0.0827,-0.0337
2025,up_2_late_7_plus,60_plus,143,0.8951,0.1888,0.3077,0.3706,0.3357,0.3357,3185,0.8942,0.0009,0.1799,0.0089,0.3341,-0.0264,0.3962,-0.0256,0.3353,0.0004,0.3353,0.0004
2025,up_2_early_1_3,60_plus,142,0.8099,0.4859,0.4085,0.5563,0.3732,0.3732,2763,0.7351,0.0748,0.4629,0.023,0.3959,0.0126,0.553,0.0033,0.447,-0.0738,0.447,-0.0738
2025,up_2_f5_1_5,60_plus,142,0.7746,0.4366,0.4507,0.5915,0.5211,0.5211,2589,0.7636,0.011,0.4002,0.0364,0.409,0.0417,0.5577,0.0338,0.4434,0.0777,0.4434,0.0777
2023,up_3_f5_1_5,lt_40,141,0.7943,0.2695,0.5035,0.5887,0.4681,0.3546,1832,0.8264,-0.0321,0.2735,-0.004,0.4099,0.0936,0.5617,0.027,0.4481,0.02,0.2702,0.0844
2025,up_4_early_1_3,45_50,139,0.9496,0.1583,0.4173,0.5396,0.4388,0.1151,719,0.8901,0.0595,0.2086,-0.0503,0.4089,0.0084,0.5535,-0.0139,0.4339,0.0049,0.1446,-0.0295
2023,up_4_early_1_3,55_60,137,0.8686,0.2044,0.3504,0.4818,0.3796,0.1241,914,0.8589,0.0097,0.2144,-0.01,0.4344,-0.084,0.57,-0.0882,0.4431,-0.0635,0.1915,-0.0674
2024,up_4_early_1_3,55_60,136,0.9412,0.1618,0.375,0.5956,0.4412,0.0956,803,0.8829,0.0583,0.1918,-0.03,0.3873,-0.0123,0.5268,0.0688,0.4247,0.0165,0.1108,-0.0152
2025,up_5_plus_middle_6,40_45,135,0.9778,0.037,0.4,0.5778,0.4444,0.0519,1288,0.9806,-0.0028,0.0272,0.0098,0.3773,0.0227,0.5435,0.0343,0.4045,0.0399,0.038,0.0139
2025,up_2_early_1_3,lt_40,134,0.5746,0.5597,0.4925,0.6493,0.5746,0.5746,2763,0.7351,-0.1605,0.4629,0.0968,0.3959,0.0966,0.553,0.0963,0.447,0.1276,0.447,0.1276
2024,up_3_f5_1_5,lt_40,133,0.7895,0.3684,0.4737,0.6015,0.5188,0.406,1931,0.8674,-0.0779,0.2258,0.1426,0.392,0.0817,0.5298,0.0717,0.4247,0.0941,0.2496,0.1564
2025,up_2_middle_6,40_45,133,0.812,0.2707,0.391,0.5414,0.4135,0.4135,1273,0.8272,-0.0152,0.3009,-0.0302,0.392,-0.001,0.5169,0.0245,0.4171,-0.0036,0.4171,-0.0036
2023,up_3_middle_6,55_60,130,0.9462,0.1231,0.3923,0.5231,0.3462,0.2,981,0.8695,0.0767,0.1978,-0.0747,0.4149,-0.0226,0.5668,-0.0437,0.4506,-0.1044,0.2589,-0.0589
2024,up_1_middle_6,40_45,129,0.5349,0.5426,0.3876,0.5349,0.4264,0.9922,1608,0.658,-0.1231,0.51,0.0326,0.3943,-0.0067,0.5647,-0.0298,0.449,-0.0226,0.9826,0.0096
2024,up_5_plus_f5_1_5,60_plus,129,1.0,0.0,0.4109,0.5814,0.4109,0.0155,1894,0.9498,0.0502,0.0692,-0.0692,0.3685,0.0424,0.5148,0.0666,0.4197,-0.0088,0.0533,-0.0378
2025,up_2_f5_1_5,lt_40,129,0.7674,0.4109,0.4031,0.5504,0.4496,0.4496,2589,0.7636,0.0038,0.4002,0.0107,0.409,-0.0059,0.5577,-0.0073,0.4434,0.0062,0.4434,0.0062
2023,up_1_middle_6,60_plus,128,0.6016,0.5234,0.4297,0.5625,0.4844,1.0,1639,0.6705,-0.0689,0.5095,0.0139,0.3905,0.0392,0.5503,0.0122,0.446,0.0384,0.975,0.025
2023,up_4_late_7_plus,lt_40,128,0.9844,0.0156,0.3828,0.4453,0.3516,0.0703,2125,0.9755,0.0089,0.0381,-0.0225,0.3233,0.0595,0.3751,0.0702,0.2894,0.0622,0.0776,-0.0073
2023,up_5_plus_f5_1_5,lt_40,127,1.0,0.063,0.3307,0.4724,0.4173,0.1575,1901,0.9605,0.0395,0.0631,-0.0001,0.3924,-0.0617,0.5692,-0.0968,0.4477,-0.0304,0.0568,0.1007
2024,up_3_early_1_3,60_plus,125,0.776,0.272,0.432,0.568,0.464,0.312,1634,0.8237,-0.0477,0.2803,-0.0083,0.4002,0.0318,0.5532,0.0148,0.4278,0.0362,0.2301,0.0819
2025,up_4_f5_1_5,40_45,124,0.8952,0.2258,0.4677,0.6371,0.5565,0.1855,1146,0.9136,-0.0184,0.1257,0.1001,0.3927,0.075,0.5515,0.0856,0.4564,0.1001,0.1405,0.045
2023,up_4_f5_1_5,60_plus,122,0.918,0.1311,0.3607,0.5328,0.4262,0.1311,1143,0.9029,0.0151,0.1557,-0.0246,0.4156,-0.0549,0.5608,-0.028,0.4558,-0.0296,0.1382,-0.0071
2024,up_2_middle_6,40_45,119,0.7563,0.3025,0.4454,0.6134,0.4538,0.4538,1291,0.7885,-0.0322,0.3238,-0.0213,0.4361,0.0093,0.5655,0.0479,0.4547,-0.0009,0.4547,-0.0009
2023,up_4_middle_6,55_60,117,0.8889,0.1197,0.4359,0.5299,0.4017,0.1368,684,0.9254,-0.0365,0.1038,0.0159,0.4108,0.0251,0.5468,-0.0169,0.424,-0.0223,0.1389,-0.0021
2024,up_4_late_7_plus,lt_40,116,0.9052,0.1121,0.2931,0.3103,0.2672,0.1724,2139,0.9715,-0.0663,0.0383,0.0738,0.323,-0.0299,0.3806,-0.0703,0.3249,-0.0577,0.0827,0.0897
2025,up_5_plus_early_1_3,40_45,116,0.8621,0.1724,0.4052,0.6034,0.4655,0.1207,893,0.9351,-0.073,0.1053,0.0671,0.3751,0.0301,0.5532,0.0502,0.4255,0.04,0.0571,0.0636
2024,up_1_middle_6,60_plus,113,0.6549,0.5044,0.354,0.469,0.3805,0.9912,1608,0.658,-0.0031,0.51,-0.0056,0.3943,-0.0403,0.5647,-0.0957,0.449,-0.0685,0.9826,0.0086
2023,up_2_middle_6,40_45,112,0.7679,0.2946,0.4196,0.5179,0.4107,0.4107,1240,0.8016,-0.0337,0.3056,-0.011,0.3903,0.0293,0.5379,-0.02,0.4323,-0.0216,0.4323,-0.0216
2023,up_5_plus_early_1_3,60_plus,112,0.9196,0.0804,0.3929,0.5804,0.4554,0.0536,921,0.9359,-0.0163,0.1042,-0.0238,0.4332,-0.0403,0.6113,-0.0309,0.4734,-0.018,0.0543,-0.0007
2024,up_4_middle_6,55_60,112,0.9375,0.1161,0.4375,0.5714,0.4554,0.1518,724,0.9282,0.0093,0.1077,0.0084,0.4268,0.0107,0.5359,0.0355,0.4448,0.0106,0.1367,0.0151
2025,up_1_middle_6,lt_40,112,0.6518,0.4911,0.4554,0.5804,0.4196,0.9732,1601,0.6721,-0.0203,0.4859,0.0052,0.3691,0.0863,0.524,0.0564,0.4204,-0.0008,0.9781,-0.0049
2025,up_4_early_1_3,55_60,112,0.8482,0.2589,0.4375,0.5893,0.4375,0.1786,719,0.8901,-0.0419,0.2086,0.0503,0.4089,0.0286,0.5535,0.0358,0.4339,0.0036,0.1446,0.034
2024,up_2_middle_6,lt_40,111,0.5766,0.5495,0.5766,0.7117,0.6577,0.6577,1291,0.7885,-0.2119,0.3238,0.2257,0.4361,0.1405,0.5655,0.1462,0.4547,0.203,0.4547,0.203
2025,up_3_middle_6,40_45,111,0.8649,0.2252,0.3153,0.5676,0.4234,0.2703,955,0.9026,-0.0377,0.156,0.0692,0.3916,-0.0763,0.5047,0.0629,0.422,0.0014,0.2398,0.0305
2024,up_5_plus_early_1_3,55_60,110,0.8455,0.1909,0.3636,0.5455,0.5,0.0091,822,0.8881,-0.0426,0.135,0.0559,0.4161,-0.0525,0.573,-0.0275,0.4672,0.0328,0.0389,-0.0298
2024,up_4_f5_1_5,60_plus,108,0.9444,0.1111,0.3889,0.5278,0.4352,0.1296,1221,0.914,0.0304,0.1532,-0.0421,0.3931,-0.0042,0.5569,-0.0291,0.4398,-0.0046,0.1507,-0.0211
2024,up_3_middle_6,40_45,107,0.8505,0.215,0.4486,0.5794,0.4766,0.2897,1020,0.902,-0.0515,0.1539,0.0611,0.4118,0.0368,0.5363,0.0431,0.4275,0.0491,0.2392,0.0505
2023,up_5_plus_middle_6,40_45,106,1.0,0.0094,0.3302,0.5094,0.4528,0.0283,1330,0.9805,0.0195,0.0331,-0.0237,0.4113,-0.0811,0.5887,-0.0793,0.4549,-0.0021,0.0406,-0.0123
2024,up_5_plus_middle_6,60_plus,106,1.0,0.0,0.434,0.5377,0.4245,0.0189,1412,0.9816,0.0184,0.0269,-0.0269,0.3817,0.0523,0.5163,0.0214,0.4256,-0.0011,0.0276,-0.0087
2023,up_3_middle_6,40_45,105,0.7714,0.2857,0.3524,0.5905,0.4286,0.2,981,0.8695,-0.0981,0.1978,0.0879,0.4149,-0.0625,0.5668,0.0237,0.4506,-0.022,0.2589,-0.0589
2024,up_4_f5_1_5,40_45,105,0.8095,0.2762,0.4476,0.6476,0.619,0.219,1221,0.914,-0.1045,0.1532,0.123,0.3931,0.0545,0.5569,0.0907,0.4398,0.1792,0.1507,0.0683
2023,up_4_early_1_3,40_45,104,0.8462,0.1923,0.5673,0.6731,0.5,0.2212,914,0.8589,-0.0127,0.2144,-0.0221,0.4344,0.1329,0.57,0.1031,0.4431,0.0569,0.1915,0.0297
2023,up_4_early_1_3,60_plus,103,0.835,0.233,0.3883,0.5049,0.4078,0.233,914,0.8589,-0.0239,0.2144,0.0186,0.4344,-0.0461,0.57,-0.0651,0.4431,-0.0353,0.1915,0.0415
2025,up_4_middle_6,55_60,102,0.9902,0.0196,0.3431,0.5392,0.3235,0.0294,654,0.9327,0.0575,0.078,-0.0584,0.3593,-0.0162,0.5138,0.0254,0.3761,-0.0526,0.1147,-0.0853
2024,up_5_plus_middle_6,40_45,100,0.99,0.03,0.37,0.55,0.47,0.02,1412,0.9816,0.0084,0.0269,0.0031,0.3817,-0.0117,0.5163,0.0337,0.4256,0.0444,0.0276,-0.0076
